issue,files-changed,y-value
Data Corruption: overflow when calculating snapshot,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
Data Corruption: overflow when calculating snapshot,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
Data Corruption: overflow when calculating snapshot,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
Data Corruption: overflow when calculating snapshot,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
Data Corruption: overflow when calculating snapshot,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
Data Corruption: overflow when calculating snapshot,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
Data Corruption: overflow when calculating snapshot,hollow-master/hollow/src/main/java/com/netflix/hollow/core/write/HollowListTypeWriteState.java,1
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow/src/main/java/com/netflix/hollow/core/memory/FixedLengthData.java,1
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow/src/main/java/com/netflix/hollow/core/memory/encoding/EncodedLongBuffer.java,1
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow/src/main/java/com/netflix/hollow/core/memory/encoding/FixedLengthElementArray.java,1
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow/src/main/java/com/netflix/hollow/core/read/engine/list/HollowListTypeReadStateShard.java,1
Data Corruption: overflow when retrieving array start and end index,hollow-master/hollow/src/test/java/com/netflix/hollow/core/memory/encoding/FixedLengthElementArrayTest.java,1
Maintain correct read states after integrity check,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
Maintain correct read states after integrity check,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
Maintain correct read states after integrity check,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
Maintain correct read states after integrity check,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
Maintain correct read states after integrity check,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
Maintain correct read states after integrity check,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
Maintain correct read states after integrity check,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
Maintain correct read states after integrity check,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
Maintain correct read states after integrity check,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
Maintain correct read states after integrity check,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
Maintain correct read states after integrity check,hollow-master/hollow/src/main/java/com/netflix/hollow/api/producer/AbstractHollowProducer.java,1
Maintain correct read states after integrity check,hollow-master/hollow/src/test/java/com/netflix/hollow/api/producer/HollowProducerIncrementalTest.java,1
Maintain correct read states after integrity check,hollow-master/hollow/src/test/java/com/netflix/hollow/api/producer/HollowIncrementalProducerTest.java,1
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow/src/main/java/com/netflix/hollow/api/codegen/objects/HollowObjectJavaGenerator.java,1
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow/src/main/java/com/netflix/hollow/api/consumer/index/SelectFieldPathResultExtractor.java,1
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow/src/main/java/com/netflix/hollow/api/consumer/index/HashIndexSelect.java,1
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow/src/main/java/com/netflix/hollow/api/consumer/index/UniqueKeyIndex.java,1
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow/src/main/java/com/netflix/hollow/api/consumer/index/MatchFieldPathArgumentExtractor.java,1
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow/src/test/java/com/netflix/hollow/api/codegen/HollowAPIGeneratorTest.java,1
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow/src/test/java/com/netflix/hollow/api/codegen/AbstractHollowAPIGeneratorTest.java,1
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow/src/test/java/com/netflix/hollow/api/consumer/index/UniqueKeyIndexTest.java,1
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow/src/test/java/com/netflix/hollow/api/consumer/index/DataModel.java,1
SchemaNotFoundException when using UniqueKeyIndex ,hollow-master/hollow/src/test/java/com/netflix/hollow/api/consumer/index/HashIndexTest.java,1
PrimaryKeyIndex doesn't index large changes efficiently,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
PrimaryKeyIndex doesn't index large changes efficiently,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
PrimaryKeyIndex doesn't index large changes efficiently,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
PrimaryKeyIndex doesn't index large changes efficiently,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
PrimaryKeyIndex doesn't index large changes efficiently,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
PrimaryKeyIndex doesn't index large changes efficiently,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
PrimaryKeyIndex doesn't index large changes efficiently,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
PrimaryKeyIndex doesn't index large changes efficiently,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
PrimaryKeyIndex doesn't index large changes efficiently,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
PrimaryKeyIndex doesn't index large changes efficiently,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
PrimaryKeyIndex doesn't index large changes efficiently,hollow-master/hollow/src/main/java/com/netflix/hollow/core/index/HollowPrimaryKeyIndex.java,1
HollowIncrementalProducer sometimes does not update/remove records,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
HollowIncrementalProducer sometimes does not update/remove records,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
HollowIncrementalProducer sometimes does not update/remove records,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
HollowIncrementalProducer sometimes does not update/remove records,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
HollowIncrementalProducer sometimes does not update/remove records,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
HollowIncrementalProducer sometimes does not update/remove records,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
HollowIncrementalProducer sometimes does not update/remove records,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
HollowIncrementalProducer sometimes does not update/remove records,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
HollowIncrementalProducer sometimes does not update/remove records,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
HollowIncrementalProducer sometimes does not update/remove records,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
HollowIncrementalProducer sometimes does not update/remove records,hollow-master/hollow/src/main/java/com/netflix/hollow/api/producer/HollowIncrementalCyclePopulator.java,1
HollowIncrementalProducer sometimes does not update/remove records,hollow-master/hollow/src/main/java/com/netflix/hollow/core/memory/ThreadSafeBitSet.java,1
HollowIncrementalProducer sometimes does not update/remove records,hollow-master/hollow/src/test/java/com/netflix/hollow/api/producer/HollowIncrementalProducerMultithreadingTest.java,1
HollowIncrementalProducer sometimes does not update/remove records,hollow-master/hollow/src/test/java/com/netflix/hollow/api/producer/HollowIncrementalProducerTest.java,1
Add index and hash JMH benchmarks,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
Add index and hash JMH benchmarks,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
Add index and hash JMH benchmarks,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
Add index and hash JMH benchmarks,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
Add index and hash JMH benchmarks,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
Add index and hash JMH benchmarks,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
Add index and hash JMH benchmarks,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
Add index and hash JMH benchmarks,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
Add index and hash JMH benchmarks,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
Add index and hash JMH benchmarks,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
Add index and hash JMH benchmarks,hollow-master/hollow-perf/src/jmh/java/com/netflix/hollow/core/memory/encoding/HashCodesBenchmark.java,1
Add index and hash JMH benchmarks,hollow-master/hollow-perf/src/jmh/java/com/netflix/hollow/core/memory/encoding/ReadWriteFixedLengthElementArrayTest.java,1
Add index and hash JMH benchmarks,hollow-master/hollow-perf/src/jmh/java/com/netflix/hollow/core/read/ReadWriteStateEngineTest.java,1
Add index and hash JMH benchmarks,hollow-master/hollow-perf/src/jmh/java/com/netflix/hollow/core/index/HollowHashIndexBenchmark.java,1
Add index and hash JMH benchmarks,hollow-master/hollow-perf/src/jmh/java/com/netflix/hollow/core/index/AbstractHollowIndexBenchmark.java,1
Add index and hash JMH benchmarks,hollow-master/hollow-perf/src/jmh/java/com/netflix/hollow/core/index/key/HollowPrimaryKeyIndexBenchmark.java,1
Add index and hash JMH benchmarks,hollow-master/hollow-perf/src/main/java/hollow/SegmentedLongArrayPlainPut.java,1
Add index and hash JMH benchmarks,hollow-master/hollow-perf/src/main/java/hollow/FixedLengthElementArrayPlainPut.java,1
<Type>CachedImpl duplicates get<Type>Ordinal calls for shortcuts,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
<Type>CachedImpl duplicates get<Type>Ordinal calls for shortcuts,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
<Type>CachedImpl duplicates get<Type>Ordinal calls for shortcuts,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
<Type>CachedImpl duplicates get<Type>Ordinal calls for shortcuts,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
<Type>CachedImpl duplicates get<Type>Ordinal calls for shortcuts,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
<Type>CachedImpl duplicates get<Type>Ordinal calls for shortcuts,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
<Type>CachedImpl duplicates get<Type>Ordinal calls for shortcuts,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
<Type>CachedImpl duplicates get<Type>Ordinal calls for shortcuts,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
<Type>CachedImpl duplicates get<Type>Ordinal calls for shortcuts,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
<Type>CachedImpl duplicates get<Type>Ordinal calls for shortcuts,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
<Type>CachedImpl duplicates get<Type>Ordinal calls for shortcuts,hollow-master/hollow/src/main/java/com/netflix/hollow/api/codegen/delegate/HollowObjectDelegateCachedImplGenerator.java,1
Ergonomic HollowObjectDelegateCachedImpls refer to object ordinal,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
Ergonomic HollowObjectDelegateCachedImpls refer to object ordinal,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
Ergonomic HollowObjectDelegateCachedImpls refer to object ordinal,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
Ergonomic HollowObjectDelegateCachedImpls refer to object ordinal,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
Ergonomic HollowObjectDelegateCachedImpls refer to object ordinal,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
Ergonomic HollowObjectDelegateCachedImpls refer to object ordinal,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
Ergonomic HollowObjectDelegateCachedImpls refer to object ordinal,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
Ergonomic HollowObjectDelegateCachedImpls refer to object ordinal,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
Ergonomic HollowObjectDelegateCachedImpls refer to object ordinal,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
Ergonomic HollowObjectDelegateCachedImpls refer to object ordinal,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
Ergonomic HollowObjectDelegateCachedImpls refer to object ordinal,hollow-master/hollow/src/main/java/com/netflix/hollow/api/codegen/delegate/HollowObjectDelegateCachedImplGenerator.java,1
HollowWriteStateEnginePrimaryKeyHasher is not hashing correctly,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
HollowWriteStateEnginePrimaryKeyHasher is not hashing correctly,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
HollowWriteStateEnginePrimaryKeyHasher is not hashing correctly,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
HollowWriteStateEnginePrimaryKeyHasher is not hashing correctly,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
HollowWriteStateEnginePrimaryKeyHasher is not hashing correctly,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
HollowWriteStateEnginePrimaryKeyHasher is not hashing correctly,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
HollowWriteStateEnginePrimaryKeyHasher is not hashing correctly,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
HollowWriteStateEnginePrimaryKeyHasher is not hashing correctly,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
HollowWriteStateEnginePrimaryKeyHasher is not hashing correctly,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
HollowWriteStateEnginePrimaryKeyHasher is not hashing correctly,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
HollowWriteStateEnginePrimaryKeyHasher is not hashing correctly,hollow-master/hollow/src/main/java/com/netflix/hollow/core/write/HollowWriteStateEnginePrimaryKeyHasher.java,1
HollowWriteStateEnginePrimaryKeyHasher is not hashing correctly,hollow-master/hollow/src/test/java/com/netflix/hollow/core/read/map/HollowMapHashKeyTest.java,1
Thread leak from StaleHollowReferenceDetector in tests,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
Thread leak from StaleHollowReferenceDetector in tests,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
Thread leak from StaleHollowReferenceDetector in tests,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
Thread leak from StaleHollowReferenceDetector in tests,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
Thread leak from StaleHollowReferenceDetector in tests,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
Thread leak from StaleHollowReferenceDetector in tests,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
Thread leak from StaleHollowReferenceDetector in tests,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
Thread leak from StaleHollowReferenceDetector in tests,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
Thread leak from StaleHollowReferenceDetector in tests,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
Thread leak from StaleHollowReferenceDetector in tests,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
Thread leak from StaleHollowReferenceDetector in tests,hollow-master/hollow/src/main/java/com/netflix/hollow/api/consumer/fs/HollowFilesystemAnnouncementWatcher.java,1
Thread leak from StaleHollowReferenceDetector in tests,hollow-master/hollow/src/main/java/com/netflix/hollow/api/client/StaleHollowReferenceDetector.java,1
HollowObjectMapper fails with unhelpful NPE if writing a Map with a null value,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
HollowObjectMapper fails with unhelpful NPE if writing a Map with a null value,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
HollowObjectMapper fails with unhelpful NPE if writing a Map with a null value,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
HollowObjectMapper fails with unhelpful NPE if writing a Map with a null value,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
HollowObjectMapper fails with unhelpful NPE if writing a Map with a null value,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
HollowObjectMapper fails with unhelpful NPE if writing a Map with a null value,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
HollowObjectMapper fails with unhelpful NPE if writing a Map with a null value,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
HollowObjectMapper fails with unhelpful NPE if writing a Map with a null value,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
HollowObjectMapper fails with unhelpful NPE if writing a Map with a null value,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
HollowObjectMapper fails with unhelpful NPE if writing a Map with a null value,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
HollowObjectMapper fails with unhelpful NPE if writing a Map with a null value,hollow-master/hollow/src/main/java/com/netflix/hollow/core/write/objectmapper/HollowMapTypeMapper.java,1
HollowObjectMapper fails with unhelpful NPE if writing a Map with a null value,hollow-master/hollow/src/main/java/com/netflix/hollow/core/write/objectmapper/HollowSetTypeMapper.java,1
HollowObjectMapper fails with unhelpful NPE if writing a Map with a null value,hollow-master/hollow/src/main/java/com/netflix/hollow/core/write/objectmapper/HollowListTypeMapper.java,1
HollowObjectMapper fails with unhelpful NPE if writing a Map with a null value,hollow-master/hollow/src/test/java/com/netflix/hollow/core/write/objectmapper/HollowObjectMapperTest.java,1
AbstractHollowOrdinalIterable 's iterator() method is not idempotent,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
AbstractHollowOrdinalIterable 's iterator() method is not idempotent,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
AbstractHollowOrdinalIterable 's iterator() method is not idempotent,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
AbstractHollowOrdinalIterable 's iterator() method is not idempotent,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
AbstractHollowOrdinalIterable 's iterator() method is not idempotent,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
AbstractHollowOrdinalIterable 's iterator() method is not idempotent,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
AbstractHollowOrdinalIterable 's iterator() method is not idempotent,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
AbstractHollowOrdinalIterable 's iterator() method is not idempotent,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
AbstractHollowOrdinalIterable 's iterator() method is not idempotent,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
AbstractHollowOrdinalIterable 's iterator() method is not idempotent,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/TypeKey.java,0
AbstractHollowOrdinalIterable 's iterator() method is not idempotent,hollow-master/hollow/src/main/java/com/netflix/hollow/api/consumer/data/AbstractHollowOrdinalIterable.java,1
Added support of compact Strings.,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUIServer.java,0
Added support of compact Strings.,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/HollowExplorerUI.java,0
Added support of compact Strings.,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/jetty/HollowExplorerUIServer.java,0
Added support of compact Strings.,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/QueryPage.java,0
Added support of compact Strings.,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSchemaPage.java,0
Added support of compact Strings.,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/BrowseSelectedTypePage.java,0
Added support of compact Strings.,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/ShowAllTypesPage.java,0
Added support of compact Strings.,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/pages/HollowExplorerPage.java,0
Added support of compact Strings.,hollow-master/hollow-explorer-ui/src/main/java/com/netflix/hollow/explorer/ui/model/QueryResult.java,0
